"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","year"
"32412",34,"admin.","married","university.degree","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32416",31,"admin.","married","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32422",25,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","fri",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32425",34,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32426",32,"technician","married","high.school","no","no","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32427",30,"services","single","high.school","unknown","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32430",41,"admin.","married","university.degree","unknown","yes","no","telephone","may","fri",3,999,2,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32431",48,"admin.","married","basic.9y","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32432",39,"admin.","single","university.degree","no","yes","no","cellular","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32440",37,"admin.","single","university.degree","no","no","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32444",38,"admin.","married","high.school","no","yes","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32445",38,"admin.","married","high.school","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32447",36,"blue-collar","married","basic.9y","no","yes","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32457",34,"technician","married","professional.course","no","no","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32459",39,"services","married","high.school","unknown","yes","yes","telephone","may","fri",4,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32460",36,"admin.","married","university.degree","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32467",34,"admin.","single","university.degree","no","no","no","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32474",36,"blue-collar","married","basic.9y","no","no","no","telephone","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32478",35,"admin.","single","university.degree","no","no","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32481",29,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32489",42,"management","divorced","high.school","no","no","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32491",52,"services","married","high.school","no","no","yes","cellular","may","fri",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32494",32,"technician","single","university.degree","no","no","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32495",35,"entrepreneur","married","university.degree","no","yes","yes","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32496",33,"admin.","single","university.degree","no","yes","yes","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"yes",2009
"32501",25,"admin.","single","high.school","no","no","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"yes",2009
"32507",36,"entrepreneur","divorced","basic.6y","no","yes","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32517",35,"admin.","married","university.degree","no","yes","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32519",59,"admin.","married","university.degree","no","yes","no","cellular","may","fri",2,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32526",30,"technician","married","professional.course","no","yes","no","cellular","may","fri",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32527",43,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","fri",3,999,1,"failure",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32533",34,"admin.","married","basic.9y","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32536",36,"services","married","high.school","unknown","yes","yes","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32537",29,"services","divorced","high.school","no","yes","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no",2009
"32547",34,"blue-collar","married","basic.9y","no","no","no","cellular","may","fri",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"yes",2009
"32553",34,"technician","married","basic.9y","no","yes","yes","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32562",29,"blue-collar","single","high.school","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32565",30,"management","married","university.degree","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32566",38,"entrepreneur","single","university.degree","no","yes","no","telephone","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32567",50,"blue-collar","married","unknown","unknown","yes","yes","telephone","may","mon",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32571",39,"admin.","married","university.degree","no","yes","no","cellular","may","mon",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32573",31,"technician","married","university.degree","no","yes","no","cellular","may","mon",8,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32584",34,"blue-collar","single","basic.6y","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32588",43,"blue-collar","married","basic.4y","unknown","unknown","unknown","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32590",29,"admin.","single","high.school","no","yes","no","telephone","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32591",44,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32598",35,"management","single","university.degree","no","unknown","unknown","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32603",42,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32608",29,"admin.","divorced","basic.9y","no","no","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32611",29,"admin.","married","high.school","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32615",34,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32618",32,"self-employed","single","university.degree","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32621",33,"self-employed","single","university.degree","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32629",30,"services","single","high.school","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32630",23,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32631",25,"admin.","married","university.degree","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32633",37,"services","married","high.school","no","no","no","telephone","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32634",23,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32636",32,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",7,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32637",49,"admin.","divorced","high.school","no","no","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32640",23,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"32643",31,"technician","single","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32645",36,"blue-collar","married","basic.9y","no","yes","no","telephone","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32646",32,"admin.","married","high.school","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"32648",41,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","mon",8,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32649",33,"services","single","high.school","no","yes","no","telephone","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32650",38,"admin.","divorced","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32651",36,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32652",38,"admin.","divorced","high.school","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32653",44,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32658",31,"admin.","married","high.school","no","yes","yes","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32659",36,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32660",32,"technician","single","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32661",32,"technician","single","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32663",36,"blue-collar","married","basic.9y","no","no","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32668",52,"blue-collar","married","basic.9y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32675",30,"admin.","single","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32681",51,"entrepreneur","divorced","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32683",39,"blue-collar","single","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32684",39,"blue-collar","single","basic.9y","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32698",52,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32699",28,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32700",32,"services","married","high.school","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32701",35,"technician","married","university.degree","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32705",39,"services","married","high.school","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32713",32,"technician","single","high.school","no","no","no","telephone","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32714",51,"entrepreneur","married","professional.course","unknown","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32723",38,"blue-collar","married","high.school","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32727",34,"admin.","single","university.degree","no","no","yes","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32731",29,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"32732",31,"admin.","married","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32733",34,"blue-collar","married","basic.9y","no","no","no","cellular","may","mon",5,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32737",33,"services","single","high.school","no","unknown","unknown","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32738",45,"blue-collar","divorced","basic.4y","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32744",48,"admin.","divorced","basic.4y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32746",26,"services","single","high.school","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32747",43,"blue-collar","married","basic.9y","unknown","no","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32751",29,"admin.","divorced","basic.9y","no","yes","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32757",40,"admin.","single","high.school","unknown","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32761",34,"technician","married","high.school","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32768",34,"technician","married","high.school","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32769",27,"unknown","single","high.school","unknown","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32771",34,"technician","married","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32776",34,"services","divorced","basic.9y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32777",30,"admin.","single","high.school","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32778",37,"admin.","single","university.degree","no","no","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32779",31,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32785",43,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32793",32,"blue-collar","married","basic.9y","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32794",31,"management","single","university.degree","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32795",31,"management","single","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32796",35,"technician","married","university.degree","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32797",29,"admin.","single","basic.9y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32798",32,"technician","single","professional.course","no","yes","yes","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32805",33,"admin.","single","university.degree","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32808",44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32810",35,"admin.","single","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32812",34,"admin.","unknown","university.degree","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32815",39,"blue-collar","single","basic.9y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"32816",34,"admin.","unknown","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32824",39,"admin.","single","university.degree","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32825",29,"blue-collar","single","high.school","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32828",47,"admin.","single","high.school","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32829",54,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32830",27,"entrepreneur","married","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32839",49,"blue-collar","single","basic.4y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32841",32,"blue-collar","married","basic.6y","no","yes","yes","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32845",28,"blue-collar","married","basic.6y","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32849",31,"admin.","divorced","university.degree","no","no","no","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32851",36,"admin.","married","university.degree","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32854",39,"services","married","high.school","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32855",30,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",5,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32860",28,"blue-collar","married","basic.4y","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32862",55,"management","married","university.degree","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32865",25,"admin.","married","high.school","no","no","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32867",35,"technician","married","professional.course","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32868",46,"management","married","basic.6y","no","yes","yes","telephone","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32869",26,"admin.","single","university.degree","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32872",28,"services","married","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32873",31,"blue-collar","married","basic.9y","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"yes",2009
"32877",38,"blue-collar","divorced","basic.4y","unknown","no","no","telephone","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32880",57,"technician","married","high.school","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32889",32,"technician","married","professional.course","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32891",36,"admin.","married","high.school","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32893",30,"blue-collar","single","basic.9y","unknown","yes","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32900",33,"blue-collar","single","basic.9y","unknown","yes","yes","cellular","may","mon",3,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32903",45,"management","married","basic.9y","unknown","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32904",35,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32907",35,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32920",28,"technician","single","professional.course","no","yes","no","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32921",57,"technician","married","professional.course","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32924",56,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32925",32,"admin.","married","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32926",49,"blue-collar","married","basic.9y","unknown","no","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32929",30,"admin.","single","university.degree","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32930",36,"services","married","university.degree","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32934",57,"technician","married","high.school","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32936",42,"management","married","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32939",28,"blue-collar","married","basic.6y","unknown","yes","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32941",46,"admin.","married","basic.6y","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32942",25,"student","single","high.school","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32943",27,"entrepreneur","married","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32944",32,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32945",38,"services","married","high.school","unknown","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32946",36,"admin.","married","high.school","no","yes","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32949",32,"technician","single","high.school","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32952",31,"technician","single","university.degree","no","no","no","cellular","may","mon",4,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32953",29,"blue-collar","married","basic.9y","no","yes","yes","cellular","may","mon",1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32959",33,"admin.","married","university.degree","no","no","yes","cellular","may","mon",1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32960",55,"management","married","university.degree","no","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32962",39,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32965",26,"blue-collar","single","high.school","unknown","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32967",26,"student","single","high.school","no","no","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32969",30,"services","single","high.school","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32970",28,"blue-collar","married","basic.9y","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32972",33,"blue-collar","single","basic.9y","unknown","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32975",24,"technician","single","basic.9y","no","yes","no","cellular","may","mon",6,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32976",37,"entrepreneur","married","basic.9y","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32978",30,"services","married","high.school","no","no","no","cellular","may","mon",3,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32979",50,"blue-collar","married","unknown","unknown","yes","no","cellular","may","mon",2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32983",36,"blue-collar","married","basic.6y","no","yes","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32984",30,"admin.","single","university.degree","no","no","no","cellular","may","mon",2,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
"32985",32,"entrepreneur","married","basic.9y","no","no","no","cellular","may","mon",4,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no",2009
